,userID,date,Hour,Minute,cadence_4,enhanced_speed_4
0,U1000003,2022-11-17,5,23,65.72,24.798168000000004
1,U1000003,2022-11-17,5,24,88.2666666666667,27.542279999999998
2,U1000003,2022-11-17,5,25,88.91666666666667,28.59894
3,U1000003,2022-11-17,5,26,63.000000000000014,23.748141176470586
4,U1000003,2022-11-17,5,27,89.02083333333333,40.923075
5,U1000003,2022-11-17,5,28,90.73333333333335,37.84991999999998
6,U1000003,2022-11-17,5,29,82.66666666666667,32.01942000000002
7,U1000003,2022-11-17,5,32,61.5,28.275480000000005
8,U1000003,2022-11-17,5,34,86.38333333333334,32.71266000000001
9,U1000003,2022-11-17,5,35,80.13333333333334,36.25056000000001
10,U1000003,2022-11-17,5,36,81.48333333333332,36.528059999999996
11,U1000003,2022-11-17,5,37,48.16,26.949240000000007
12,U1000003,2022-11-17,5,38,88.86666666666669,34.92324
13,U1000003,2022-11-17,5,39,98.10000000000002,42.69132
14,U1000000,2022-11-17,5,40,76.56363636363636,26.831258181818175
15,U1000003,2022-11-17,5,40,96.76666666666665,41.813520000000004
16,U1000000,2022-11-17,5,41,75.46666666666667,29.285280000000004
17,U1000003,2022-11-17,5,41,95.91666666666664,41.546099999999996
18,U1000000,2022-11-17,5,42,77.93333333333334,28.61766
19,U1000003,2022-11-17,5,42,86.73333333333333,41.135999999999996
20,U1000000,2022-11-17,5,43,71.05,27.360419999999994
21,U1000003,2022-11-17,5,43,76.71666666666667,41.223299999999995
22,U1000000,2022-11-17,5,44,61.730769230769226,20.545684615384612
23,U1000003,2022-11-17,5,44,69.25925925925928,36.61126666666668
24,U1000000,2022-11-17,5,45,81.13333333333334,28.275000000000006
25,U1000003,2022-11-17,5,45,58.36538461538461,24.67218461538462
26,U1000000,2022-11-17,5,46,79.45000000000003,32.356139999999996
27,U1000003,2022-11-17,5,46,92.64999999999999,38.47482
28,U1000000,2022-11-17,5,47,74.81666666666668,28.79015999999999
29,U1000003,2022-11-17,5,47,70.91666666666667,36.084779999999995
30,U1000000,2022-11-17,5,48,78.9666666666667,30.42696
31,U1000003,2022-11-17,5,48,74.95,37.14839999999999
32,U1000000,2022-11-17,5,49,71.01666666666664,29.882099999999998
33,U1000003,2022-11-17,5,49,95.48333333333336,41.05548
34,U1000000,2022-11-17,5,50,59.61666666666666,26.629499999999997
35,U1000003,2022-11-17,5,50,83.5333333333333,37.921379999999985
36,U1000000,2022-11-17,5,51,74.03333333333333,28.432199999999995
37,U1000003,2022-11-17,5,51,62.32432432432433,31.632810810810813
38,U1000000,2022-11-17,5,52,71.4186046511628,23.714958139534886
39,U1000003,2022-11-17,5,52,81.81999999999995,30.738023999999996
40,U1000000,2022-11-17,5,53,77.8333333333333,26.444700000000005
41,U1000003,2022-11-17,5,53,93.85000000000004,40.47432000000001
42,U1000000,2022-11-17,5,54,79.68333333333335,27.333780000000004
43,U1000003,2022-11-17,5,54,77.48333333333332,33.78107999999999
44,U1000000,2022-11-17,5,55,41.266666666666666,20.285640000000008
45,U1000003,2022-11-17,5,55,55.6,23.89332
46,U1000000,2022-11-17,5,56,64.71666666666668,22.517519999999994
47,U1000003,2022-11-17,5,56,57.249999999999986,23.49378
48,U1000000,2022-11-17,5,57,50.10526315789474,24.37967368421052
49,U1000003,2022-11-17,5,57,58.716666666666654,29.093160000000005
50,U1000003,2022-11-17,5,58,40.76363636363636,21.227759999999993
51,U1000003,2022-11-17,5,59,64.48333333333333,26.574600000000004
52,U1000003,2022-11-17,6,0,88.10000000000001,31.424820000000008
53,U1000000,2022-11-17,6,1,55.33333333333333,17.037066666666668
54,U1000003,2022-11-17,6,1,74.63333333333334,26.357339999999997
55,U1000000,2022-11-17,6,2,70.85,24.447600000000005
56,U1000003,2022-11-17,6,2,82.65,33.67697999999999
57,U1000000,2022-11-17,6,3,49.43333333333332,16.533
58,U1000003,2022-11-17,6,3,76.71666666666667,29.80392
59,U1000010,2022-11-17,6,3,52.21666666666666,21.640260000000005
60,U1000000,2022-11-17,6,4,86.76666666666667,35.193780000000004
61,U1000003,2022-11-17,6,4,95.2666666666667,20.846399999999996
62,U1000010,2022-11-17,6,4,60.91666666666667,20.73408
63,U1000000,2022-11-17,6,5,73.4666666666667,35.54231999999999
64,U1000003,2022-11-17,6,5,78.51666666666667,26.764619999999994
65,U1000010,2022-11-17,6,5,50.98333333333334,26.955480000000005
66,U1000000,2022-11-17,6,6,82.41666666666663,35.29362
67,U1000003,2022-11-17,6,6,62.43333333333335,30.91823999999999
68,U1000010,2022-11-17,6,6,61.216666666666654,21.639720000000004
69,U1000000,2022-11-17,6,7,81.96666666666667,34.78032000000001
70,U1000003,2022-11-17,6,7,89.30000000000003,36.644519999999986
71,U1000010,2022-11-17,6,7,79.91666666666663,25.55496
72,U1000000,2022-11-17,6,8,85.60000000000001,37.334879999999984
73,U1000003,2022-11-17,6,8,60.11666666666668,25.272600000000004
74,U1000010,2022-11-17,6,8,76.46666666666665,26.583720000000003
75,U1000000,2022-11-17,6,9,86.60000000000001,38.039579999999994
76,U1000003,2022-11-17,6,9,61.61666666666667,30.2352
77,U1000010,2022-11-17,6,9,89.68333333333334,27.94494
78,U1000000,2022-11-17,6,10,85.61666666666667,37.667100000000005
79,U1000003,2022-11-17,6,10,71.25454545454545,26.037294545454543
80,U1000010,2022-11-17,6,10,72.58333333333336,27.432599999999997
81,U1000000,2022-11-17,6,11,83.08333333333336,37.25549999999999
82,U1000003,2022-11-17,6,11,90.28333333333332,33.366659999999996
83,U1000010,2022-11-17,6,11,80.95,23.29698
84,U1000003,2022-11-17,6,12,85.86666666666667,34.26012000000001
85,U1000010,2022-11-17,6,12,76.91666666666667,20.572019999999995
86,U1000000,2022-11-17,6,13,87.1,36.35375999999999
87,U1000003,2022-11-17,6,13,84.96666666666668,32.69712000000001
88,U1000010,2022-11-17,6,13,89.41666666666667,24.283800000000003
89,U1000000,2022-11-17,6,14,75.8,39.37314
90,U1000003,2022-11-17,6,14,84.2666666666667,30.556739999999998
91,U1000010,2022-11-17,6,14,91.13333333333335,24.72348
92,U1000000,2022-11-17,6,15,81.03333333333332,35.990339999999996
93,U1000003,2022-11-17,6,15,72.40000000000003,29.92182
94,U1000010,2022-11-17,6,15,85.68333333333332,21.359879999999997
95,U1000000,2022-11-17,6,16,90.2,42.057900000000004
96,U1000003,2022-11-17,6,16,76.15,41.73732
97,U1000010,2022-11-17,6,16,58.51666666666664,20.468399999999995
98,U1000000,2022-11-17,6,17,85.25,40.40622
99,U1000003,2022-11-17,6,17,78.06666666666668,38.24556000000001
100,U1000010,2022-11-17,6,17,45.93333333333334,28.18302
101,U1000000,2022-11-17,6,18,87.91666666666667,41.38998
102,U1000003,2022-11-17,6,18,87.85000000000001,30.789000000000005
103,U1000010,2022-11-17,6,18,67.51666666666668,27.815820000000002
104,U1000000,2022-11-17,6,19,85.19999999999999,38.86356
105,U1000003,2022-11-17,6,19,70.88333333333333,44.19215999999999
106,U1000010,2022-11-17,6,19,66.76666666666664,26.18532
107,U1000000,2022-11-17,6,20,90.11666666666665,39.54504
108,U1000003,2022-11-17,6,20,87.68333333333332,38.85048
109,U1000010,2022-11-17,6,20,68.01666666666667,40.32257999999999
110,U1000000,2022-11-17,6,21,72.1896551724138,32.34984827586205
111,U1000003,2022-11-17,6,21,77.8,36.445319999999995
112,U1000010,2022-11-17,6,21,66.58333333333336,22.41114
113,U1000000,2022-11-17,6,22,90.45000000000003,36.85685999999999
114,U1000003,2022-11-17,6,22,85.63333333333333,50.17584
115,U1000000,2022-11-17,6,23,91.0,39.600660000000005
116,U1000000,2022-11-17,6,24,91.76666666666665,40.337160000000004
117,U1000010,2022-11-17,6,24,46.733333333333334,36.69984
118,U1000000,2022-11-17,6,25,81.16666666666664,36.80478000000001
119,U1000010,2022-11-17,6,25,73.29999999999998,34.33746000000001
120,U1000000,2022-11-17,6,26,93.96666666666668,36.82523999999999
121,U1000003,2022-11-17,6,26,65.26315789473685,22.52387368421053
122,U1000000,2022-11-17,6,27,89.20000000000002,37.572419999999994
123,U1000003,2022-11-17,6,27,72.25000000000001,35.912760000000006
124,U1000010,2022-11-17,6,27,62.91666666666667,35.75460000000001
125,U1000000,2022-11-17,6,28,85.40000000000003,39.558119999999995
126,U1000003,2022-11-17,6,28,51.70370370370371,25.627400000000005
127,U1000010,2022-11-17,6,28,58.366666666666674,28.940460000000005
128,U1000000,2022-11-17,6,29,88.90000000000002,40.35900000000001
129,U1000003,2022-11-17,6,29,94.01666666666668,39.3912
130,U1000010,2022-11-17,6,29,83.41666666666666,39.363600000000005
131,U1000000,2022-11-17,6,30,87.81666666666665,37.736279999999994
132,U1000003,2022-11-17,6,30,92.6666666666667,37.420379999999994
133,U1000010,2022-11-17,6,30,73.86666666666667,37.43406000000001
134,U1000000,2022-11-17,6,31,89.78333333333335,33.13302
135,U1000003,2022-11-17,6,31,89.71666666666668,36.846779999999995
136,U1000010,2022-11-17,6,31,78.73333333333335,37.015739999999994
137,U1000000,2022-11-17,6,32,86.46666666666667,30.52674
138,U1000003,2022-11-17,6,32,79.58333333333337,35.636939999999996
139,U1000010,2022-11-17,6,32,56.18333333333334,35.218199999999996
140,U1000000,2022-11-17,6,33,91.58333333333333,35.26019999999999
141,U1000003,2022-11-17,6,33,94.46666666666667,37.48374
142,U1000010,2022-11-17,6,33,77.06666666666668,28.704179999999994
143,U1000000,2022-11-17,6,34,89.28333333333335,31.89287999999999
144,U1000003,2022-11-17,6,34,91.18333333333331,37.2627
145,U1000010,2022-11-17,6,34,84.58333333333336,29.151240000000005
146,U1000000,2022-11-17,6,35,91.79999999999997,33.40332000000001
147,U1000003,2022-11-17,6,35,79.28333333333333,36.738120000000016
148,U1000010,2022-11-17,6,35,81.33333333333331,28.353479999999998
149,U1000000,2022-11-17,6,36,84.11666666666666,38.43432
150,U1000003,2022-11-17,6,36,68.45000000000002,29.70954
151,U1000010,2022-11-17,6,36,78.15000000000002,28.610399999999995
152,U1000000,2022-11-17,6,37,90.36666666666667,31.8237
153,U1000003,2022-11-17,6,37,67.41999999999999,27.693863999999998
154,U1000010,2022-11-17,6,37,70.28333333333332,26.038439999999998
155,U1000000,2022-11-17,6,38,79.6166666666667,34.90326000000001
156,U1000010,2022-11-17,6,38,73.8,25.2288
157,U1000000,2022-11-17,6,39,72.33333333333333,41.61839999999997
158,U1000000,2022-11-17,6,40,67.09615384615385,28.798269230769222
159,U1000000,2022-11-17,6,41,87.00000000000001,31.942260000000008
160,U1000000,2022-11-17,6,42,89.66666666666666,32.21436
161,U1000000,2022-11-17,6,43,86.3,30.94632
162,U1000000,2022-11-17,6,44,82.98333333333329,36.87888
163,U1000000,2022-11-17,6,45,91.44999999999995,29.746800000000007
164,U1000000,2022-11-17,6,46,90.08333333333336,35.337779999999995
165,U1000000,2022-11-17,6,47,87.73333333333333,32.78892000000001
166,U1000000,2022-11-17,6,48,87.98333333333333,35.12472
167,U1000000,2022-11-17,6,49,85.14999999999998,32.123520000000006
168,U1000000,2022-11-17,6,50,86.23333333333332,37.52615999999999
169,U1000000,2022-11-17,6,51,86.2,33.97956
170,U1000000,2022-11-17,6,52,91.63333333333334,35.88066
171,U1000000,2022-11-17,6,53,91.66666666666667,32.80068
172,U1000000,2022-11-17,6,54,92.25000000000001,33.52643999999999
173,U1000000,2022-11-17,6,55,96.3,34.854
174,U1000000,2022-11-17,6,56,88.25,32.76570000000001
175,U1000003,2022-11-17,6,56,69.93333333333334,25.14264
176,U1000000,2022-11-17,6,57,77.62962962962963,26.553600000000007
177,U1000003,2022-11-17,6,57,71.4,32.82678
178,U1000000,2022-11-17,6,58,95.96666666666667,27.86868
179,U1000003,2022-11-17,6,58,58.078431372548984,30.861035294117638
180,U1000000,2022-11-17,6,59,94.53333333333335,31.94459999999999
181,U1000000,2022-11-17,7,0,96.11666666666666,32.665919999999986
182,U1000003,2022-11-17,7,0,86.69999999999999,32.1483
183,U1000000,2022-11-17,7,1,95.09999999999998,33.03858
184,U1000003,2022-11-17,7,1,82.93333333333335,27.71232
185,U1000000,2022-11-17,7,2,94.21666666666668,32.28869999999999
186,U1000003,2022-11-17,7,2,84.41666666666667,43.13783999999999
187,U1000000,2022-11-17,7,3,96.4833333333333,33.325439999999986
188,U1000003,2022-11-17,7,3,70.50000000000004,37.78806
189,U1000000,2022-11-17,7,4,95.08333333333333,31.767300000000006
190,U1000003,2022-11-17,7,4,74.96969696969694,28.145672727272725
191,U1000000,2022-11-17,7,5,97.63333333333335,33.38556
192,U1000000,2022-11-17,7,6,78.43859649122808,29.720147368421053
193,U1000000,2022-11-17,7,8,88.33333333333333,28.2216
194,U1000000,2022-11-17,7,9,87.56666666666668,27.119999999999997
195,U1000010,2022-11-17,7,9,50.75000000000001,19.14126
196,U1000000,2022-11-17,7,10,56.93333333333332,27.414060000000003
197,U1000010,2022-11-17,7,10,46.349999999999994,22.484700000000007
198,U1000010,2022-11-17,7,12,80.88333333333333,25.309979999999996
199,U1000010,2022-11-17,7,13,94.81666666666665,29.34918
200,U1000010,2022-11-17,7,14,82.54999999999998,30.144479999999994
201,U1000010,2022-11-17,7,15,69.39999999999999,28.936619999999998
202,U1000010,2022-11-17,7,16,54.56666666666666,26.47278
203,U1000010,2022-11-17,7,17,63.08333333333334,26.01294
204,U1000010,2022-11-17,7,18,92.33333333333336,31.861859999999997
205,U1000010,2022-11-17,7,19,95.58333333333333,32.98764000000001
206,U1000010,2022-11-17,7,20,88.16666666666667,31.34592
207,U1000010,2022-11-17,7,21,56.849999999999994,25.204379999999997
208,U1000010,2022-11-17,7,24,77.95000000000003,25.659899999999997
